time,x,y
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.14,0.22
45,0.14,0.22
46,0.14,0.22
47,0.14,0.22
48,0.14,0.22
49,0.14,0.22
50,0.14,0.22
51,0.14,0.22
52,0.14,0.22
53,0.14,0.22
54,0.14,0.22
55,0.14,0.22
56,0.14,0.22
57,0.14,0.22
58,0.14,0.22
59,0.14,0.22
60,0.14,0.22
61,0.14,0.22
62,0.14125,0.22125
63,0.1425,0.2225
64,0.14375,0.22375
65,0.14375,0.22375
66,0.14375,0.225
67,0.145,0.225
68,0.145,0.225
69,0.14625,0.225
70,0.14625,0.225
71,0.1475,0.225
72,0.1475,0.225
73,0.14875,0.22625
74,0.1525,0.2275
75,0.15625,0.22875
76,0.16125,0.23125
77,0.16625,0.23375
78,0.1725,0.23625
79,0.18375,0.24125
80,0.19625,0.2475
81,0.20125,0.25125
82,0.20875,0.255
83,0.20875,0.255
84,0.21,0.2575
85,0.21125,0.25875
86,0.21125,0.26125
87,0.2125,0.2625
88,0.2125,0.26375
89,0.2125,0.26375
90,0.2125,0.26375
91,0.2125,0.26375
92,0.2125,0.26375
93,0.2125,0.26375
94,0.2125,0.26375
95,0.2125,0.26375
96,0.2125,0.26375
97,0.2125,0.26375
98,0.2125,0.26375
99,0.2125,0.26375
100,0.2125,0.26375
101,0.2125,0.26375
102,0.2125,0.26375
103,0.2125,0.26375
104,0.2125,0.26375
105,0.2125,0.26375
106,0.2125,0.26375
107,0.2125,0.26375
108,0.2125,0.26375
109,0.2125,0.26375
110,0.2125,0.26375
111,0.2125,0.26375
112,0.2125,0.26375
113,0.2125,0.26375
114,0.2125,0.26375
115,0.2125,0.26375
116,0.2125,0.26375
117,0.2125,0.26375
118,0.2125,0.26375
119,0.2125,0.26375
120,0.2125,0.26375
121,0.2125,0.26375
122,0.2125,0.26375
123,0.2125,0.26375
124,0.2125,0.26375
125,0.2125,0.26375
126,0.2125,0.26375
127,0.2125,0.26375
128,0.2125,0.26375
129,0.2125,0.26375
130,0.2125,0.26375
131,0.2125,0.26375
132,0.2125,0.26375
133,0.2125,0.26375
134,0.2125,0.26375
135,0.2125,0.26375
136,0.2125,0.26375
137,0.2125,0.26375
138,0.2125,0.26375
139,0.2125,0.26375
140,0.2125,0.26375
141,0.2125,0.26375
142,0.2125,0.26375
143,0.2125,0.26375
144,0.2125,0.26375
145,0.2125,0.26375
146,0.2125,0.26375
147,0.2125,0.26375
148,0.2125,0.26375
149,0.2125,0.26375
150,0.2125,0.26375
151,0.2125,0.26375
152,0.2125,0.26375
153,0.2125,0.26375
154,0.2125,0.26375
155,0.2125,0.26375
156,0.2125,0.26375
157,0.2125,0.26375
158,0.2125,0.26375
159,0.2125,0.26375
160,0.2125,0.26375
161,0.2125,0.26375
162,0.2125,0.26375
163,0.2125,0.26375
164,0.2125,0.26375
165,0.2125,0.26375
166,0.2125,0.26375
167,0.2125,0.26375
168,0.2125,0.26375
169,0.2125,0.26375
170,0.2125,0.26375
171,0.2125,0.26375
172,0.2125,0.26375
173,0.2125,0.26375
174,0.2125,0.26375
175,0.2125,0.26375
176,0.2125,0.26375
177,0.2125,0.26375
178,0.2125,0.26375
179,0.2125,0.26375
180,0.2125,0.26375
181,0.2125,0.26375
182,0.2125,0.26375
183,0.2125,0.26375
184,0.2125,0.26375
185,0.2125,0.26375
186,0.2125,0.26375
187,0.2125,0.26375
188,0.2125,0.26375
189,0.2125,0.26375
190,0.2125,0.26375
191,0.2125,0.26375
192,0.2125,0.26375
193,0.2125,0.26375
194,0.2125,0.26375
195,0.2125,0.26375
196,0.2125,0.26375
197,0.21625,0.26375
198,0.23,0.27
199,0.255,0.28375
200,0.28875,0.305
201,0.3275,0.335
202,0.36125,0.36625
203,0.39125,0.39625
204,0.41875,0.42625
205,0.4375,0.45
206,0.4525,0.46875
207,0.4725,0.495
208,0.48875,0.5125
209,0.5,0.5275
210,0.51375,0.54
211,0.52375,0.54875
212,0.53625,0.55875
213,0.55125,0.56875
214,0.56625,0.57875
215,0.58125,0.58875
216,0.595,0.59625
217,0.6075,0.60375
218,0.615,0.60875
219,0.62,0.61125
220,0.62375,0.61375
221,0.62875,0.61625
222,0.6325,0.6175
223,0.63875,0.62
224,0.64375,0.62375
225,0.65,0.62625
226,0.65625,0.63
227,0.66375,0.63375
228,0.68,0.64
229,0.68,0.64
230,0.68,0.64
231,0.68,0.64
232,0.68,0.64
233,0.68,0.64
234,0.68,0.64
235,0.68,0.64
236,0.68,0.64
237,0.68,0.64
238,0.68,0.64
239,0.68,0.64
240,0.68,0.64
241,0.68,0.64
242,0.68,0.64
243,0.68,0.64
244,0.68,0.64
245,0.68,0.64
246,0.68375,0.64375
247,0.6975,0.65875
248,0.72,0.68375
249,0.755,0.725
250,0.8025,0.78875
251,0.82625,0.8225
252,0.8325,0.8325
253,0.83625,0.8425
254,0.8375,0.845
255,0.83875,0.84875
256,0.84,0.85125
257,0.8425,0.8575
258,0.84625,0.8625
259,0.85,0.8675
260,0.85375,0.87125
261,0.855,0.875
262,0.85625,0.8775
263,0.85875,0.8775
264,0.86,0.88
265,0.86125,0.88
266,0.8625,0.88
267,0.86375,0.88
268,0.86375,0.88
269,0.86375,0.88
270,0.865,0.88
271,0.865,0.88
272,0.86625,0.88
273,0.86625,0.88
274,0.86625,0.88
275,0.86625,0.88
276,0.86625,0.88
277,0.8675,0.88
278,0.8675,0.88
279,0.86875,0.88
280,0.87,0.88
281,0.8725,0.88
282,0.87625,0.88
283,0.88,0.88
284,0.88625,0.88
285,0.89125,0.88125
286,0.89875,0.8825
287,0.90875,0.88375
288,0.915,0.8875
289,0.9225,0.88875
290,0.93,0.89125
291,0.9375,0.89375
292,0.94375,0.89625
293,0.95,0.89875
294,0.955,0.90125
295,0.9575,0.9025
296,0.95875,0.9025
297,0.96,0.90375
298,0.96,0.90375
299,0.96,0.905
300,0.96,0.905
301,0.96,0.905
302,0.96,0.905
303,0.96,0.905
304,0.96,0.905
305,0.96,0.905
306,0.96,0.905
307,0.96,0.905
308,0.96,0.905
309,0.95875,0.905
310,0.9575,0.90125
311,0.95125,0.88
312,0.945,0.85625
313,0.9325,0.82375
314,0.92,0.775
315,0.90625,0.72125
316,0.8975,0.66625
317,0.89,0.63
318,0.88375,0.5875
319,0.8775,0.5525
320,0.8625,0.48625
321,0.8625,0.48625
322,0.85625,0.45875
323,0.85,0.4325
324,0.84375,0.41375
325,0.8375,0.39875
326,0.83,0.3825
327,0.82125,0.36875
328,0.8125,0.35625
329,0.8025,0.34375
330,0.7975,0.3375
331,0.7925,0.33
332,0.79,0.325
333,0.79,0.32125
334,0.78875,0.31625
335,0.78875,0.31
336,0.78875,0.3
337,0.78875,0.2925
338,0.7925,0.28125
339,0.79625,0.2725
340,0.8,0.26625
341,0.8025,0.26125
342,0.80375,0.26125
343,0.80375,0.26125
344,0.80375,0.26125
345,0.80375,0.26125
346,0.80375,0.26125
347,0.80375,0.26125
348,0.80375,0.26125
349,0.80375,0.26125
350,0.80375,0.26125
351,0.80375,0.26125
352,0.80375,0.26125
353,0.80375,0.26125
354,0.80375,0.26125
355,0.80375,0.26125
356,0.80375,0.26125
357,0.80625,0.25875
358,0.81875,0.25
359,0.84625,0.23125
360,0.8775,0.21125
361,0.90125,0.1975
362,0.9275,0.18125
363,0.945,0.17
364,0.95625,0.1625
365,0.96375,0.1575
366,0.9675,0.15
367,0.96875,0.14625
368,0.96875,0.14375
369,0.96875,0.14125
370,0.96875,0.13625
371,0.96875,0.12875
372,0.96875,0.11625
373,0.96875,0.10375
374,0.96875,0.0925
375,0.96875,0.08
376,0.96875,0.06875
377,0.96875,0.0575
